2                 10.272
4                 13.54
5                 13.93
6                 14.10
8                 14.34
10                16.83
12                19.34
14                19.95
15                22.08
16                22.98
17                25.56
18                27.04
19                28.19
20                30.85
22                32.01
24                34.45
26                35.98

